Timestamp,Sport,Away,Home,Market,Direction,Movement,Spread Line Home,Spread Line Away,Total Line,Odds (Am),Reason Text,Opening Decimal,Peak Decimal,Current Decimal,MinutesToStart,Actual Winner,Predicted,Prediction Result,Stake Amount,Game Time,American Odds,LowVig Home Odds (Am),LowVig Away Odds (Am),BetOnline Home Odds (Am),BetOnline Away Odds (Am),LowVig Home Decimal,LowVig Away Decimal,Decimal Odds (Current),ImpliedProb,Edge,Bet ID,Tier Code,Tier Label,Blank5,Blank6,ML Direction,Model Probability,Bet Limit,Limit Trend,Min Proba Threshold,Strong Flag (YES/NO),Blank7,Blank8,Bank9,Blank10,Blank11,Blank12,Blank13,Blank14,Blank15,Blank16,KalshiTicker,KalshiSide,KalshiPrice,KalshiTIF,KalshiQty,SentToKalshi,KalshiStatus,KalshiOrderId,KalshiTs,KalshiError
2025-09-24 20:45:35,baseball_mlb,Kansas City Royals,Los Angeles Angels,Total Over,Over,+100 → -102 → -114 (Down),-1.5,1.5,8,-114,-115,2.01,1.98,1.87,53.4,Under,Over,0,0.00,"Sep 24, 9:39 PM EDT",-114,,,,,,1.87,,,T1997E552C4A-TOT-23DB81,,,,,Over,0.3786,10000,flat,2,1.91,100,-110,2,1.91,100,-110,100,-110,100,-110,Total showed a late reversal. Limits steady into kickoff. Model 37.9% vs implied 53.5%. Recent movement: +100 → -102 → -114 (Down),,,,,,,,,,
2025-09-24 20:45:36,baseball_mlb,Houston Astros,Oakland Athletics,Total Under,Under,-101 → +100 → -116 (Down),1.5,-1.5,9.5,-116,-116,1.99,2.01,1.86,80.4,Under,Under,1,0.00,"Sep 24, 10:06 PM EDT",-116,,,,,,1.86,,,T1997E55304F-TOT-B4E490,,,,,Under,0.5022,10000,flat,2.14,1.79,114,-127,2.14,1.79,114,-127,114,-127,114,-127,Total showed a late reversal. Limits steady into kickoff. Model 50.2% vs implied 53.8%. Recent movement: -101 → +100 → -116 (Down),,,,,,,,,,
2025-09-24 21:03:47,soccer_usa_mls,Portland Timbers,Vancouver Whitecaps FC,Spread Away,Spread Favorite,+102 → +102 → -109 (Down),-1,1,3.25,-109,-110,2.03,2.03,1.91,86.2,Portland Timbers,Portland Timbers,1,0.00,"Sep 24, 10:30 PM EDT",-109,,,,,,1.91,,,T1997E65D1D0-SPR-506CF3,,,,,Spread Favorite,0.4524,3600,flat,1.65,4.7,-154,370,1.65,4.7,-154,370,-154,370,-154,370,Spread moved off the peak and pulled back. Limits steady into kickoff. Model 45.2% vs implied 52.4%. Recent movement: +102 → +102 → -109 (Down),,,,,,,,,,
2025-09-24 21:03:47,soccer_usa_mls,Portland Timbers,Vancouver Whitecaps FC,Total Over,Over,+100 → +100 → -114 (Down),-1,1,3.25,-114,-115,2,2,1.87,86.2,Under,Over,0,0.00,"Sep 24, 10:30 PM EDT",-114,,,,,,1.87,,,T1997E65D7A4-TOT-302951,,,,,Over,0.4373,3600,flat,1.65,4.7,-154,370,1.65,4.7,-154,370,-154,370,-154,370,Total showed a late reversal. Limits steady into kickoff. Model 43.7% vs implied 53.5%. Recent movement: +100 → +100 → -114 (Down),,,,,,,,,,
2025-09-24 21:16:02,baseball_mlb,Kansas City Royals,Los Angeles Angels,Total Under,Under,-113 → +102 → -114 (Down),-1.5,1.5,8.5,-114,-115,1.88,2.03,1.87,23,Under,Under,1,0.00,"Sep 24, 9:39 PM EDT",-114,,,,,,1.87,,,T1997E71099A-TOT-75AFB1,,,,,Under,0.3486,10000,flat,2,1.91,100,-110,2,1.91,100,-110,100,-110,100,-110,Total showed a late reversal. Limits steady into kickoff. Model 34.9% vs implied 53.5%. Recent movement: -113 → +102 → -114 (Down),,,,,,,,,,
2025-09-24 21:22:09,soccer_usa_mls,Portland Timbers,Vancouver Whitecaps FC,Total Under,Under,-113 → +102 → -117 (Down),-1,1,3.5,-117,-118,1.88,2.03,1.85,67.9,Under,Under,1,0.00,"Sep 24, 10:30 PM EDT",-117,,,,,,1.85,,,T1997E76A4BB-TOT-571947,,,,,Under,0.4289,3600,flat,1.65,4.7,-154,370,1.65,4.7,-154,370,-154,370,-154,370,Total showed a late reversal. Limits steady into kickoff. Model 42.9% vs implied 54.1%. Recent movement: -113 → +102 → -117 (Down),,,,,,,,,,
2025-09-24 21:31:29,baseball_mlb,Kansas City Royals,Los Angeles Angels,H2H Home,Underdog,+137 → +149 → +100 (Down),-1.5,1.5,8,+100,100,2.37,2.49,2,7.5,Los Angeles Angels,Los Angeles Angels,1,0.00,"Sep 24, 9:39 PM EDT",+100,,,,,,2,,,T1997E7F2D3C-H2H-3A0DFB,,,,,Underdog,0.4163,10000,flat,2.01,1.9,101,-111,2.01,1.9,101,-111,101,-111,101,-111,Underdog price suggests value. Reversal after a peak in price. Limits steady into kickoff. Model 41.6% vs implied 50.0%. Recent movement: +137 → +149 → +100 (Down),,,,,,,,,,
2025-09-24 21:31:30,baseball_mlb,Kansas City Royals,Los Angeles Angels,Total Over,Over,+100 → +102 → -114 (Down),-1.5,1.5,8,-114,-115,2.01,2.03,1.87,7.5,Under,Over,0,0.00,"Sep 24, 9:39 PM EDT",-114,,,,,,1.87,,,T1997E7F3452-TOT-D00261,,,,,Over,0.4483,10000,flat,2.01,1.9,101,-111,2.01,1.9,101,-111,101,-111,101,-111,Total showed a late reversal. Limits steady into kickoff. Model 44.8% vs implied 53.5%. Recent movement: +100 → +102 → -114 (Down),,,,,,,,,,
2025-09-24 21:34:43,soccer_usa_mls,Portland Timbers,Vancouver Whitecaps FC,H2H Away,Underdog,+353 → +386 → +376 (Down),-1,1,3.5,+376,376,4.53,4.86,4.76,55.3,Draw,Portland Timbers,0,265.41,"Sep 24, 10:30 PM EDT",+376,,,,,,4.76,,,T1997E822450-H2H-B2F55C,,,,,Underdog,0.2939,3600,flat,1.65,4.7,-154,370,1.65,4.7,-154,370,-154,370,-154,370,Underdog price suggests value. Reversal after a peak in price. Limits steady into kickoff. Model 29.4% vs implied 21.0%. Recent movement: +353 → +386 → +376 (Down),,,,,,,,,,
2025-09-24 21:47:00,baseball_mlb,Houston Astros,Oakland Athletics,Total Over,Over,-116 → +102 → -116 (Down),1.5,-1.5,9,-116,-116,1.86,2.03,1.86,19,Under,Over,0,0.00,"Sep 24, 10:06 PM EDT",-116,,,,,,1.86,,,T1997E8D67A4-TOT-282BFE,,,,,Over,0.4450,10000,flat,2.14,1.79,114,-127,2.14,1.79,114,-127,114,-127,114,-127,Total showed a late reversal. Limits steady into kickoff. Model 44.5% vs implied 53.8%. Recent movement: -116 → +102 → -116 (Down),,,,,,,,,,
2025-09-24 21:53:05,soccer_usa_mls,Portland Timbers,Vancouver Whitecaps FC,Spread Home,Spread Favorite,-116 → +104 → -107 (Down),-1,1,3.25,-107,-108,1.86,2.04,1.93,36.9,Portland Timbers,Vancouver Whitecaps FC,0,0.00,"Sep 24, 10:30 PM EDT",-107,,,,,,1.93,,,T1997E92F6F2-SPR-ACD719,,,,,Spread Favorite,0.3738,3600,flat,1.61,5.05,-164,405,1.61,5.05,-164,405,-164,405,-164,405,Spread moved off the peak and pulled back. Limits steady into kickoff. Model 37.4% vs implied 51.8%. Recent movement: -116 → +104 → -107 (Down),,,,,,,,,,
2025-09-24 21:53:05,soccer_usa_mls,Portland Timbers,Vancouver Whitecaps FC,Total Over,Over,+100 → +104 → -114 (Down),-1,1,3.25,-114,-115,2,2.04,1.87,36.9,Under,Over,0,0.00,"Sep 24, 10:30 PM EDT",-114,,,,,,1.87,,,T1997E92FA16-TOT-394CFC,,,,,Over,0.3866,3600,flat,1.61,5.05,-164,405,1.61,5.05,-164,405,-164,405,-164,405,Total showed a late reversal. Limits steady into kickoff. Model 38.7% vs implied 53.5%. Recent movement: +100 → +104 → -114 (Down),,,,,,,,,,
2025-09-24 22:08:15,soccer_usa_mls,Portland Timbers,Vancouver Whitecaps FC,Total Under,Under,-113 → +102 → -108 (Down),-1,1,3.25,-108,-109,1.88,2.02,1.92,21.7,Under,Under,1,0.00,"Sep 24, 10:30 PM EDT",-108,,,,,,1.92,,,T1997EA0DC47-TOT-F0C74B,,,,,Under,0.3351,3600,flat,1.65,4.8,-154,380,1.65,4.8,-154,380,-154,380,-154,380,Total showed a late reversal. Limits steady into kickoff. Model 33.5% vs implied 52.1%. Recent movement: -113 → +102 → -108 (Down),,,,,,,,,,
2025-09-24 22:23:23,soccer_usa_mls,Portland Timbers,Vancouver Whitecaps FC,H2H Away,Underdog,+353 → +409 → +373 (Down),-1,1,3.25,+373,373,4.53,5.09,4.73,6.6,Draw,Portland Timbers,0,496.93,"Sep 24, 10:30 PM EDT",+373,,,,,,4.73,,,T1997EAEB4D0-H2H-4D9AD0,,,,,Underdog,0.3682,7200,rising,1.66,4.8,-152,380,1.66,4.8,-152,380,-152,380,-152,380,Underdog price suggests value. Reversal after a peak in price. Limits rising into kickoff. Model 36.8% vs implied 21.1%. Recent movement: +353 → +409 → +373 (Down),,,,,,,,,,
2025-09-24 22:23:24,soccer_usa_mls,Portland Timbers,Vancouver Whitecaps FC,Spread Away,Spread Favorite,+102 → -103 → -119 (Down),-1,1,3.25,-119,-119,2.03,1.97,1.84,6.6,Portland Timbers,Portland Timbers,1,0.00,"Sep 24, 10:30 PM EDT",-119,,,,,,1.84,,,T1997EAEBA64-SPR-FD0C99,,,,,Spread Favorite,0.4693,7200,rising,1.66,4.8,-152,380,1.66,4.8,-152,380,-152,380,-152,380,Spread moved off the peak and pulled back. Limits rising into kickoff. Model 46.9% vs implied 54.3%. Recent movement: +102 → -103 → -119 (Down),,,,,,,,,,
2025-09-25 11:12:25,baseball_mlb,Pittsburgh Pirates,Cincinnati Reds,Spread Home,Spread Underdog,+141 → +183 → +127 (Down),-1.5,1.5,8,+127,127,2.41,2.83,2.27,89,Pittsburgh Pirates,Cincinnati Reds,0,173.73,"Sep 25, 12:41 PM EDT",+127,,,,,,2.27,,,T199816E6756-SPR-BC2650,,,,,Spread Underdog,0.4794,7500,flat,1.58,2.54,-172,154,1.58,2.54,-172,154,-172,154,-172,154,Spread moved off the peak and pulled back. Limits steady into kickoff. Model 47.9% vs implied 44.1%. Recent movement: +141 → +183 → +127 (Down),,,,,,,,,,
2025-09-25 11:36:37,baseball_mlb,Tampa Bay Rays,Baltimore Orioles,H2H Home,Underdog,+114 → +114 → +102 (Down),1.5,-1.5,8.5,+102,102,2.15,2.15,2.02,89.4,Baltimore Orioles,Baltimore Orioles,1,0.00,"Sep 25, 1:06 PM EDT",+102,,,,,,2.02,,,T1998184EE36-H2H-F858D8,,,,,Underdog,0.4855,3750,flat,2.01,1.9,101,-111,2.01,1.9,101,-111,101,-111,101,-111,Underdog price suggests value. Reversal after a peak in price. Limits steady into kickoff. Model 48.5% vs implied 49.5%. Recent movement: +114 → +114 → +102 (Down),,,,,,,,,,
2025-09-25 11:36:38,baseball_mlb,Tampa Bay Rays,Baltimore Orioles,Spread Home,Spread Favorite,-147 → +175 → -163 (Down),1.5,-1.5,8.5,-163,-164,1.68,2.76,1.61,89.4,Baltimore Orioles,Baltimore Orioles,1,0.00,"Sep 25, 1:06 PM EDT",-163,,,,,,1.61,,,T1998184F5AC-SPR-D59138,,,,,Spread Favorite,0.5097,3750,flat,2.01,1.9,101,-111,2.01,1.9,101,-111,101,-111,101,-111,Spread moved off the peak and pulled back. Limits steady into kickoff. Model 51.0% vs implied 62.1%. Recent movement: -147 → +175 → -163 (Down),,,,,,,,,,
2025-09-25 12:13:41,baseball_mlb,Pittsburgh Pirates,Cincinnati Reds,Total Over,Over,+100 → +100 → -114 (Down),-1.5,1.5,7.5,-114,-115,2.01,2.01,1.87,87.4,Under,Over,0,0.00,"Sep 25, 1:41 PM EDT",-114,,,,,,1.87,,,T19981A6D01D-TOT-EDAADB,,,,,Over,0.4682,10000,flat,1.61,2.49,-164,149,1.61,2.49,-164,149,-164,149,-164,149,Total showed a late reversal. Limits steady into kickoff. Model 46.8% vs implied 53.5%. Recent movement: +100 → +100 → -114 (Down),,,,,,,,,,
2025-09-25 13:38:37,baseball_mlb,Minnesota Twins,Texas Rangers,H2H Away,Underdog,+120 → +160 → +127 (Down),-1.5,1.5,8,+127,128,2.2,2.6,2.28,57.4,Minnesota Twins,Minnesota Twins,1,0.00,"Sep 25, 2:36 PM EDT",+127,,,,,,2.28,,,T19981F4A194-H2H-CE2F3A,,,,,Underdog,0.3642,5000,flat,1.71,2.27,-141,127,1.71,2.27,-141,127,-141,127,-141,127,Underdog price suggests value. Reversal after a peak in price. Limits steady into kickoff. Model 36.4% vs implied 43.9%. Recent movement: +120 → +160 → +127 (Down),,,,,,,,,,
2025-09-25 14:08:50,baseball_mlb,Houston Astros,Oakland Athletics,H2H Home,Underdog,+133 → +116 → +100 (Down),1.5,-1.5,9.5,+100,100,2.33,2.16,2,87.2,Houston Astros,Oakland Athletics,0,0.00,"Sep 25, 3:36 PM EDT",+100,,,,,,2,,,T19982104879-H2H-F5CA76,,,,,Underdog,0.4666,10000,flat,1.99,1.92,-101,-109,1.99,1.92,-101,-109,-101,-109,-101,-109,Underdog price suggests value. Reversal after a peak in price. Limits steady into kickoff. Model 46.7% vs implied 50.0%. Recent movement: +133 → +116 → +100 (Down),,,,,,,,,,
2025-09-25 14:42:06,baseball_mlb,Los Angeles Dodgers,Arizona Diamondbacks,Spread Away,Spread Underdog,+106 → +124 → +108 (Down),1.5,-1.5,8.5,+108,108,2.07,2.24,2.08,58.9,Los Angeles Dodgers,Los Angeles Dodgers,1,0.00,"Sep 25, 3:41 PM EDT",+108,,,,,,2.08,,,T199822EBFA3-SPR-6EC088,,,,,Spread Underdog,0.4622,10000,flat,2.39,1.65,139,-154,2.39,1.65,139,-154,139,-154,139,-154,Spread moved off the peak and pulled back. Limits steady into kickoff. Model 46.2% vs implied 48.1%. Recent movement: +106 → +124 → +108 (Down),,,,,,,,,,
2025-09-25 17:07:03,baseball_mlb,Miami Marlins,Philadelphia Phillies,Spread Home,Spread Underdog,-103 → +138 → +125 (Down),-1.5,1.5,9.5,+125,126,1.97,2.38,2.26,59,Philadelphia Phillies,Philadelphia Phillies,1,0.00,"Sep 25, 6:06 PM EDT",+125,,,,,,2.26,,,T19982B37081-SPR-DA3D2F,,,,,Spread Underdog,0.3523,10000,flat,1.65,2.4,-154,140,1.65,2.4,-154,140,-154,140,-154,140,Spread moved off the peak and pulled back. Limits steady into kickoff. Model 35.2% vs implied 44.2%. Recent movement: -103 → +138 → +125 (Down),,,,,,,,,,
2025-09-25 17:13:05,baseball_mlb,Detroit Tigers,Cleveland Guardians,Total Under,Under,-105 → +102 → -111 (Down),-1.5,1.5,7.5,-111,-111,1.95,2.03,1.9,87.9,Under,Under,1,0.00,"Sep 25, 6:41 PM EDT",-111,,,,,,1.9,,,T19982B8FC55-TOT-1CFD81,,,,,Under,0.5043,15000,flat,1.65,2.39,-154,139,1.65,2.39,-154,139,-154,139,-154,139,Total showed a late reversal. Limits steady into kickoff. Model 50.4% vs implied 52.6%. Recent movement: -105 → +102 → -111 (Down),,,,,,,,,,
2025-09-25 17:37:13,baseball_mlb,Chicago White Sox,New York Yankees,Total Over,Over,+100 → -103 → -116 (Down),-1.5,1.5,8.5,-116,-116,2.01,1.97,1.86,88.8,Over,Over,1,0.00,"Sep 25, 7:06 PM EDT",-116,,,,,,1.86,,,T19982CF12BF-TOT-E36DFC,,,,,Over,0.4440,10000,flat,1.33,3.66,-303,266,1.33,3.66,-303,266,-303,266,-303,266,Total showed a late reversal. Limits steady into kickoff. Model 44.4% vs implied 53.8%. Recent movement: +100 → -103 → -116 (Down),,,,,,,,,,
2025-09-25 17:37:13,baseball_mlb,Boston Red Sox,Toronto Blue Jays,H2H Away,Underdog,+145 → +145 → +121 (Down),-1.5,1.5,8,+121,121,2.45,2.45,2.21,89.8,Boston Red Sox,Boston Red Sox,1,0.00,"Sep 25, 7:07 PM EDT",+121,,,,,,2.21,,,T19982CF154B-H2H-8713BF,,,,,Underdog,0.4081,10000,flat,1.76,2.2,-132,120,1.76,2.2,-132,120,-132,120,-132,120,Underdog price suggests value. Reversal after a peak in price. Limits steady into kickoff. Model 40.8% vs implied 45.2%. Recent movement: +145 → +145 → +121 (Down),,,,,,,,,,
2025-09-25 17:37:14,baseball_mlb,Boston Red Sox,Toronto Blue Jays,Spread Away,Spread Favorite,-149 → +147 → -178 (Down),-1.5,1.5,8,-178,-179,1.67,2.47,1.56,89.8,Boston Red Sox,Boston Red Sox,1,0.00,"Sep 25, 7:07 PM EDT",-178,,,,,,1.56,,,T19982CF16E3-SPR-65CC9F,,,,,Spread Favorite,0.4524,10000,flat,1.76,2.2,-132,120,1.76,2.2,-132,120,-132,120,-132,120,Spread moved off the peak and pulled back. Limits steady into kickoff. Model 45.2% vs implied 64.1%. Recent movement: -149 → +147 → -178 (Down),,,,,,,,,,
2025-09-25 17:37:15,baseball_mlb,Boston Red Sox,Toronto Blue Jays,Total Over,Over,-105 → +106 → -107 (Down),-1.5,1.5,8,-107,-108,1.95,2.07,1.93,89.7,Push,Over,P,0.00,"Sep 25, 7:07 PM EDT",-107,,,,,,1.93,,,T19982CF1BAB-TOT-A6DBCC,,,,,Over,0.4138,10000,flat,1.76,2.2,-132,120,1.76,2.2,-132,120,-132,120,-132,120,Total showed a late reversal. Limits steady into kickoff. Model 41.4% vs implied 51.8%. Recent movement: -105 → +106 → -107 (Down),,,,,,,,,,
2025-09-25 17:40:16,baseball_mlb,Miami Marlins,Philadelphia Phillies,H2H Away,Underdog,+197 → +145 → +135 (Down),-1.5,1.5,9.5,+135,135,2.97,2.45,2.35,25.7,Philadelphia Phillies,Miami Marlins,0,0.00,"Sep 25, 6:06 PM EDT",+135,,,,,,2.35,,,T19982D1DF7F-H2H-575043,,,,,Underdog,0.2953,10000,flat,1.66,2.38,-152,138,1.66,2.38,-152,138,-152,138,-152,138,Underdog price suggests value. Reversal after a peak in price. Limits steady into kickoff. Model 29.5% vs implied 42.6%. Recent movement: +197 → +145 → +135 (Down),,,,,,,,,,
2025-09-25 17:43:19,baseball_mlb,Detroit Tigers,Cleveland Guardians,Spread Home,Spread Underdog,-172 → +168 → +148 (Down),-1.5,1.5,7.5,+148,148,1.58,2.68,2.48,57.7,Cleveland Guardians,Cleveland Guardians,1,18.67,"Sep 25, 6:41 PM EDT",+148,,,,,,2.48,,,T19982D4A4E4-SPR-E3AF23,,,,,Spread Underdog,0.4077,15000,flat,1.65,2.39,-154,139,1.65,2.39,-154,139,-154,139,-154,139,Spread moved off the peak and pulled back. Limits steady into kickoff. Model 40.8% vs implied 40.3%. Recent movement: -172 → +168 → +148 (Down),,,,,,,,,,
2025-09-25 18:07:28,baseball_mlb,Chicago White Sox,New York Yankees,H2H Away,Underdog,+222 → +305 → +264 (Down),-1.5,1.5,8.5,+264,264,3.22,4.06,3.64,58.5,New York Yankees,Chicago White Sox,0,176.40,"Sep 25, 7:06 PM EDT",+264,,,,,,3.64,,,T19982EAC42C-H2H-7CA090,,,,,Underdog,0.3259,10000,flat,1.33,3.66,-303,266,1.33,3.66,-303,266,-303,266,-303,266,Underdog price suggests value. Reversal after a peak in price. Limits steady into kickoff. Model 32.6% vs implied 27.5%. Recent movement: +222 → +305 → +264 (Down),,,,,,,,,,
2025-09-25 18:07:28,baseball_mlb,Chicago White Sox,New York Yankees,Spread Away,Spread Underdog,+108 → +144 → +127 (Down),-1.5,1.5,8.5,+127,128,2.08,2.44,2.28,58.5,New York Yankees,Chicago White Sox,0,0.00,"Sep 25, 7:06 PM EDT",+127,,,,,,2.28,,,T19982EAC706-SPR-240EA1,,,,,Spread Underdog,0.3657,10000,flat,1.33,3.66,-303,266,1.33,3.66,-303,266,-303,266,-303,266,Spread moved off the peak and pulled back. Limits steady into kickoff. Model 36.6% vs implied 43.9%. Recent movement: +108 → +144 → +127 (Down),,,,,,,,,,
2025-09-25 18:13:31,baseball_mlb,New York Mets,Chicago Cubs,Spread Home,Spread Favorite,+181 → +193 → -175 (Down),1.5,-1.5,7.5,-175,-175,2.81,2.93,1.57,87.5,Chicago Cubs,Chicago Cubs,1,0.00,"Sep 25, 7:41 PM EDT",-175,,,,,,1.57,,,T19982F0505C-SPR-2E05FC,,,,,Spread Favorite,0.5187,10000,flat,2.02,1.89,102,-112,2.02,1.89,102,-112,102,-112,102,-112,Spread moved off the peak and pulled back. Limits steady into kickoff. Model 51.9% vs implied 63.7%. Recent movement: +181 → +193 → -175 (Down),,,,,,,,,,
2025-09-25 18:43:44,baseball_mlb,New York Mets,Chicago Cubs,Total Under,Under,-111 → +106 → -107 (Down),1.5,-1.5,7.5,-107,-108,1.9,2.07,1.93,57.3,Over,Under,0,0.00,"Sep 25, 7:41 PM EDT",-107,,,,,,1.93,,,T199830BF99B-TOT-CF8BD4,,,,,Under,0.4799,15000,flat,2.02,1.89,102,-112,2.02,1.89,102,-112,102,-112,102,-112,Total showed a late reversal. Limits steady into kickoff. Model 48.0% vs implied 51.8%. Recent movement: -111 → +106 → -107 (Down),,,,,,,,,,
2025-09-25 18:46:46,americanfootball_nfl,Seattle Seahawks,Arizona Cardinals,Total Under,Under,+100 → +100 → -112 (Down),1.5,-1.5,44,-112,-112,2,2,1.89,89.2,,Under,,0.00,"Sep 25, 8:16 PM EDT",-112,,,,,,1.89,,,T199830EC026-TOT-32E7DA,,,,,Under,0.4991,100000,flat,2.1,1.77,110,-130,2.1,1.77,110,-130,110,-130,110,-130,Total showed a late reversal. Limits steady into kickoff. Model 49.9% vs implied 52.9%. Recent movement: +100 → +100 → -112 (Down),,,,,,,,,,
2025-09-25 19:04:53,americanfootball_ncaaf,Army Black Knights,East Carolina Pirates,H2H Away,Underdog,+161 → +161 → +150 (Down),-3.5,3.5,53,+150,150,2.61,2.61,2.5,25.1,,Army Black Knights,,71.22,"Sep 25, 7:30 PM EDT",+150,,,,,,2.5,,,T199831F5628-H2H-801BEF,,,,,Underdog,0.4171,25000,rising,1.59,2.49,-169,149,1.59,2.49,-169,149,-169,149,-169,149,Underdog price suggests value. Reversal after a peak in price. Limits rising into kickoff. Model 41.7% vs implied 40.0%. Recent movement: +161 → +161 → +150 (Down),,,,,,,,,,
2025-09-25 20:11:20,baseball_mlb,Kansas City Royals,Los Angeles Angels,Spread Home,Spread Favorite,-121 → +194 → -138 (Down),1.5,-1.5,9,-138,-139,1.82,2.94,1.72,87.7,Los Angeles Angels,Los Angeles Angels,1,0.00,"Sep 25, 9:39 PM EDT",-138,,,,,,1.72,,,T199835C2EA4-SPR-38B69E,,,,,Spread Favorite,0.4929,10000,flat,2.15,1.79,115,-127,2.15,1.79,115,-127,115,-127,115,-127,Spread moved off the peak and pulled back. Limits steady into kickoff. Model 49.3% vs implied 58.1%. Recent movement: -121 → +194 → -138 (Down),,,,,,,,,,
2025-09-25 20:11:21,baseball_mlb,Colorado Rockies,Seattle Mariners,Total Over,Over,-105 → +102 → -113 (Down),-1.5,1.5,7.5,-113,-114,1.95,2.03,1.88,89.6,Over,Over,1,0.00,"Sep 25, 9:41 PM EDT",-113,,,,,,1.88,,,T199835C3086-TOT-34AA57,,,,,Over,0.4195,10000,flat,1.34,3.63,-294,263,1.34,3.63,-294,263,-294,263,-294,263,Total showed a late reversal. Limits steady into kickoff. Model 42.0% vs implied 53.2%. Recent movement: -105 → +102 → -113 (Down),,,,,,,,,,
2025-09-25 20:56:56,baseball_mlb,Colorado Rockies,Seattle Mariners,Total Under,Under,-108 → +102 → -116 (Down),-1.5,1.5,8,-116,-116,1.92,2.03,1.86,44.1,,Under,,0.00,"Sep 25, 9:41 PM EDT",-116,,,,,,1.86,,,T1998385EC86-TOT-73CBC1,,,,,Under,0.3765,10000,flat,1.33,3.65,-303,265,1.33,3.65,-303,265,-303,265,-303,265,Total showed a late reversal. Limits steady into kickoff. Model 37.6% vs implied 53.8%. Recent movement: -108 → +102 → -116 (Down),,,,,,,,,,
2025-09-25 21:09:03,baseball_mlb,Colorado Rockies,Seattle Mariners,Total Over,Over,-105 → +102 → -114 (Down),-1.5,1.5,7.5,-114,-115,1.95,2.03,1.87,32,,Over,,0.00,"Sep 25, 9:41 PM EDT",-114,,,,,,1.87,,,T1998391024A-TOT-CB51A3,,,,,Over,0.3836,10000,flat,1.33,3.65,-303,265,1.33,3.65,-303,265,-303,265,-303,265,Total showed a late reversal. Limits steady into kickoff. Model 38.4% vs implied 53.5%. Recent movement: -105 → +102 → -114 (Down),,,,,,,,,,
2025-09-26 20:11:44,baseball_mlb,Los Angeles Dodgers,Seattle Mariners,Total Under,Under,-101 → -101 → -116 (Down),,,7,-116,,1.99,1.99,1.86,88.6,Over,Under,0,0.00,"Sep 27, 1:40 AM UTC",-116,,,,,,1.86,,,T199888294F9-TOT-A3C617,,,,,Under,0.5084,,flat,,,,,,,,,,,,,Total showed a late reversal. Model 50.8% vs implied 53.8%. Recent movement: -101 → -101 → -116 (Down),,,,,,,,,,
2025-09-26 20:26:48,baseball_mlb,Los Angeles Dodgers,Seattle Mariners,Total Over,Over,-114 → 103 → -120 (Down),,,6.5,-120,,1.88,2.03,1.83,73.2,Over,Over,1,0.00,"Sep 27, 1:40 AM UTC",-120,,,,,,1.83,,,T1998890B0C7-TOT-1F4F2C,,,,,Over,0.5240,,flat,,,,,,,,,,,,,Total showed a late reversal. Model 52.4% vs implied 54.6%. Recent movement: -114 → 103 → -120 (Down),,,,,,,,,,
2025-09-26 20:41:52,baseball_mlb,Kansas City Royals,Oakland Athletics,Total Over,Over,100 → 100 → -114 (Down),,,10,-114,,2,2,1.88,84.1,Under,Over,0,0.00,"Sep 27, 2:06 AM UTC",-114,,,,,,1.88,,,T199889E7BD7-TOT-C7C372,,,,,Over,0.4300,,flat,,,,,,,,,,,,,Total showed a late reversal. Model 43.0% vs implied 53.2%. Recent movement: 100 → 100 → -114 (Down),,,,,,,,,,
2025-09-26 20:47:54,baseball_mlb,Colorado Rockies,San Francisco Giants,Total Over,Over,102 → 102 → -104 (Down),,,8.5,-104,,2.02,2.02,1.96,88.1,Under,Over,0,0.00,"Sep 27, 2:16 AM UTC",-104,,,,,,1.96,,,T19988A4027A-TOT-D68A89,,,,,Over,0.4484,,flat,,,,,,,,,,,,,Total showed a late reversal. Model 44.8% vs implied 51.0%. Recent movement: 102 → 102 → -104 (Down),,,,,,,,,,
2025-09-26 21:02:58,americanfootball_ncaaf,Houston Cougars,Oregon State Beavers,Total Under,Under,-102 → -102 → -114 (Down),,,48,-114,,1.98,1.98,1.88,87,,Under,,0.00,"Sep 27, 2:30 AM UTC",-114,,,,,,1.88,,,T19988B1D010-TOT-378DF6,,,,,Under,0.3592,,flat,,,,,,,,,,,,,Total showed a late reversal. Model 35.9% vs implied 53.2%. Recent movement: -102 → -102 → -114 (Down),,,,,,,,,,
2025-09-26 21:18:23,basketball_wnba,Minnesota Lynx,Phoenix Mercury,Total Over,Over,-104 → -104 → -114 (Down),,,159,-114,,1.96,1.96,1.88,14.7,Over,Over,1,0.00,"Sep 27, 1:33 AM UTC",-114,,,,,,1.88,,,T19988BFDD2A-TOT-1B8359,,,,,Over,0.4777,,flat,,,,,,,,,,,,,Total showed a late reversal. Model 47.8% vs implied 53.2%. Recent movement: -104 → -104 → -114 (Down),,,,,,,,,,
2025-09-26 21:36:29,baseball_mlb,Los Angeles Dodgers,Seattle Mariners,Total Under,Under,-101 → 107 → -120 (Down),,,7,-120,,1.99,2.07,1.83,3.5,Over,Under,0,0.00,"Sep 27, 1:40 AM UTC",-120,,,,,,1.83,,,T19988D07E14-TOT-40D079,,,,,Under,0.4914,,flat,,,,,,,,,,,,,Total showed a late reversal. Model 49.1% vs implied 54.6%. Recent movement: -101 → 107 → -120 (Down),,,,,,,,,,
